Rang,Aéroport,Code IATA,Nombre de passager,URL,Latitude,Longitude,Compagnies,Destinations
1,Paris-Charles de Gaulle,CDG,57 474 033,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Paris-Charles-de-Gaulle,49.009952,2.548635,Grèce Aegean Airlines; Irlande Aer Lingus; Mexique Aeroméxico; Algérie Air Algérie; Maroc Air Arabia Maroc; France Air Austral; Lettonie airBaltic; Égypte Air Cairo; Canada Air Canada; Chine Air China; France Air Corsica; France Air France; Inde Air India; Madagascar Air Madagascar; Malte Air Malta; Maurice Air Mauritius; Monténégro Air Montenegro; Espagne Air Nostrum; France Air Saint-Pierre; Sénégal Air Senegal; Serbie Air Serbia; France Air Tahiti Nui; Canada Air Transat; Japon All Nippon Airways; États-Unis American Airlines; Turquie AnadoluJet; Israël Arkia; Corée du Sud Asiana Airlines; France ASL Airlines France; Danemark Atlantic Airways; Royaume-Uni Aurigny Air Services; Autriche Austrian Airlines; Azerbaïdjan Azerbaijan Airlines; Portugal Azores Airlines; Royaume-Uni British Airways; Belgique Brussels Airlines; Bulgarie Bulgaria Air; Cap-Vert Cabo Verde Airlines; Hong Kong Cathay Pacific; Chine China Eastern Airlines; Chine China Southern Airlines; Turquie Corendon Airlines; Croatie Croatia Airlines; Chypre Cyprus Airways; République tchèque Czech Airlines; États-Unis Delta Air Lines; Royaume-Uni Eastern Airways; Royaume-Uni easyJet; Égypte EgyptAir; Israël El Al; Émirats arabes unis Emirates; Éthiopie Ethiopian Airlines; Émirats arabes unis Etihad Airways; Allemagne Eurowings; République de Chine EVA Air; Finlande Finnair; Moldavie FlyOne; Arménie FlyOne Armenia; Géorgie Georgian Airways; Bahreïn Gulf Air; Chine Hainan Airlines; Espagne Iberia Express; Islande Icelandair; Iran Iran Air; Italie ITA Airways; Japon Japan Airlines; États-Unis JetBlue Airways; Royaume-Uni Jet2.com; Kenya Kenya Airways; Pays-Bas KLM Royal Dutch Airlines; Malte KM Malta Airlines; Corée du Sud Korean Air; Koweït Kuwait Airways; Brésil LATAM Brasil; Pologne LOT Polish Airlines; Allemagne Lufthansa; Luxembourg Luxair; Liban Middle East Airlines; Norvège Norse Atlantic Airways; Norvège Norwegian; Tunisie Nouvelair; Oman Oman Air; Turquie Pegasus Airlines; Islande Play; Australie Qantas; Qatar Qatar Airways; Maroc Royal Air Maroc; Jordanie Royal Jordanian; Rwanda RwandAir; Arabie saoudite Saudia;Scandinavie Scandinavian Airlines; Singapour Singapore Airlines; Grèce Sky Express; Sri Lanka SriLankan Airlines; Turquie SunExpress; Suisse Swiss International Air Lines; Roumanie TAROM; Thaïlande Thai Airways; Tunisie Tunisair; Turquie Turkish Airlines; Chypre Tus Airways; États-Unis United Airlines; Ouzbékistan Uzbekistan Airways; Viêt Nam Vietnam Airlines; Inde Vistara; Espagne Vueling; Canada WestJet; Chine XiamenAir,"Athènes E.-Venizélos, Héraklion-N. Kazantzákis, Thessalonique-Makedonía; Dublin, Shannon; Mexico-B. Juárez; Alger-H. Boumédiène, Annaba, Béjaïa, Biskra-M. Khider, Chlef, Constantine - M. Boudiaf, Oran - A. Ben Bella, El Oued (Guemar), Tlemcen - Zenata - Messali El Hadj; Fès-Saïss, Rabat-Salé, Tanger; La Réunion-R. Garros, Dzaoudzi-M. Henry; Riga, Tallinn, Vilnius; Louxor; Montréal (P.-E.-Trudeau), Toronto (Pearson); Pékin-Capitale; Bastia-Poretta; Abidjan-F.-H.-Boigny, Abou Dabi, Abuja-N. Azikiwe, Accra-Kotoka, Alger-H. Boumédiène, Amsterdam, Antananarivo, Athènes E.-Venizélos, Atlanta H.-Jackson, Bâle/Mulhouse/Fribourg, Bamako-M. Keïta, Bangalore-Kempegowda, Bangkok-Suvarnabhumi, Bangui, Barcelone-El Prat, Berlin-Brandebourg, Bergen, Beyrouth-Rafic Hariri, Biarritz-Pays Basque, Bilbao, Billund, Birmingham, Bogota-El Dorado, Bologne-Borgo Panigale, Bombay-Chhatrapati-Shivaji, Bordeaux-Mérignac, Boston Logan, Brazzaville, Brest-Bretagne, Bucarest-H. Coandă, Budapest-Ferenc Liszt, Buenos Aires-Ezeiza, Calvi Sainte-Catherine, Cancún, Casablanca-Mohammed-V, Cayenne-F. Éboué, [1], Chicago-O'Hare, Clermont-Ferrand, Conakry, Copenhague-Kastrup, Cotonou, Cracovie-Jean-Paul II, Dakar-B. Diagne, Dallas-Fort Worth, Dar es Salam-J. Nyerere, Delhi-Indira Gandhi, Détroit, Djibouti-Ambouli, Douala, Dubaï, Dublin, Düsseldorf, Édimbourg, Erevan-Zvarnots, Florence-Peretola, Fortaleza, Francfort, Genève-Cointrin, Göteborg, Guadeloupe - Pôle Caraïbes, [1], Hambourg-H.-Schmidt, Hanovre, Helsinki-Vantaa, Hô Chi Minh Ville (Tân Sơn Nhất), Hong Kong, Houston-George Bush, Istanbul, Johannesbourg OR Tambo, Kinshasa-N'djili, Lagos-Murtala Muhammed, La Havane-José Martí, La Réunion-R. Garros, [1], Le Caire, Libreville-Léon Mba, Lima-J. Chávez, Lisbonne-H. Delgado, Ljubljana-Jože Pučnik, Lomé, Londres-Heathrow, Los Angeles, Luanda-Quatro de Fevereiro, Lyon-Saint-Exupéry, Madras (Chennai), Madrid-Barajas, Malabo, Malaga-Costa del Sol, Manchester, Marrakech-Ménara, Marseille-Provence, Martinique A. Césaire, [1], Maurice-Sir Seewoosagur Ramgoolam, Mexico-B. Juárez, Miami, Milan-Linate, Milan-Malpensa, Montpellier-Méditerranée, Montréal (P.-E.-Trudeau), Munich-F. J. Strauß, Nairobi-J. Kenyatta, Nantes-Atlantique, Naples-Capodichino, N'Djaména, Newark-Liberty, Newcastle, New York-John F. Kennedy, Niamey-D. Hamani, Nice-Côte d'Azur, Nouakchott-Oumtounsy, Nuremberg-A. Dürer, Oran - A. Ben Bella, Osaka-Kansai, Oslo-Gardermoen, Ottawa (Macdonald-Cartier), Ouagadougou, Panama-Tocumen, Pau-Pyrénées, Pékin-Capitale, Phoenix-Sky Harbor, Pointe-Noire A. Neto, Porto-F. Sá-Carneiro, Prague-Václav-Havel, Rabat-Salé, Raleigh-Durham, Rennes-Saint-Jacques, Rio de Janeiro/Galeão, Rome Léonard-de-Vinci/Fiumicino, Saint-Martin - Princesse-Juliana, San Francisco, San José-J. Santamaría, Santiago du Chili-A.-M.-Benítez, São Paulo/Guarulhos, Seattle-Tacoma, Séoul-Incheon, Séville-San Pablo, Shanghai-Pudong, Singapour-Changi, Stockholm-Arlanda, Stuttgart, Tahiti-Faaa, Tbilissi-C. Roustavéli, Tel Aviv - Ben Gourion, Ténériffe-Sud Reine Sofia, Tokyo-Haneda, Tokyo-Narita, Toronto (Pearson), Toulouse-Blagnac, Tromsø, Tunis-Carthage, Turin S.-Pertini (Caselle), Valence, Vancouver, Varsovie-Chopin, Venise - Marco Polo, Vienne-Schwechat, Washington-Dulles, Yaoundé-Nsimalen, Zagreb-Pleso, Zanzibar, Zurich, Ajaccio-Napoléon-Bonaparte, Bari-Karol Wojtyła, Bastia-Poretta, Cagliari, Catane-Fontanarossa, Corfou-I. Kapodístrias, [2], Cork, Denver, [3], Djerba-Zarzis, Dubrovnik, Faro, Figari Sud Corse, Héraklion-N. Kazantzákis, Ibiza, Innsbruck-Kranebitten, Kalamata, Kittilä, Las Palmas/Gran Canaria, Le Cap, Mahé-Seychelles international, Malte, Minneapolis-Saint-Paul, Mykonos, Narvik/Harstad, Olbia-Costa Smeralda, Palerme Falcone-Borsellino, Palma de Majorque, Québec (Jean-Lesage), Rhodes-Diagoras, [2], Rovaniemi, Salzbourg-W. A. Mozart, Santorin, Sofia-Vrajdebna, Split, Tirana, Vérone - Villafranca; Delhi-Indira Gandhi; Antananarivo; Malte; Maurice-Sir Seewoosagur Ramgoolam; Podgorica; Palma de Majorque; Saint-Pierre; Dakar-B. Diagne; Belgrade-Nikola-Tesla; Los Angeles, Seattle-Tacoma, Tahiti-Faaa; Montréal (P.-E.-Trudeau), Québec (Jean-Lesage), Toronto (Pearson); Tokyo-Haneda; Chicago-O'Hare, Dallas-Fort Worth, New York-John F. Kennedy, Philadelphie, Charlotte-Douglas, Miami; Ankara Esenboğa, Istanbul-S. Gökçen; Tel Aviv - Ben Gourion; Séoul-Incheon; Alger-H. Boumédiène, Pau-Pyrénées, Tel Aviv - Ben Gourion, Calvi Sainte-Catherine, Chlef, Djerba-Zarzis, Oujda-Les Angades; Vágar; Guernesey; Vienne-Schwechat; Bakou-H. Aliyev; Ponta Delgada-Jean Paul II, [4]; Londres-Heathrow; Bruxelles-National; Sofia-Vrajdebna, Varna; Praia, Sal-A. Cabral, São Pedro C.-Évora; Hong Kong; Shanghai-Pudong; Canton-Baiyun; Antalya, Izmir-A. Menderes; Zagreb-Pleso, Dubrovnik, Split; Larnaca; Prague-Václav-Havel; Atlanta H.-Jackson, Boston Logan, Cincinnati-Northern Kentucky, Détroit, Los Angeles, Minneapolis-Saint-Paul, New York-John F. Kennedy, Salt Lake City, Seattle-Tacoma; East Midlands, Southampton; Barcelone-El Prat, Belfast, Bergame-Orio al Serio, Berlin-Brandebourg, Biarritz-Pays Basque, Birmingham, Bristol, Catane-Fontanarossa, Copenhague-Kastrup, Cracovie-Jean-Paul II, Édimbourg, Faro, Glasgow, Hurghada, Lanzarote-Arrecife, Larnaca, Lisbonne-H. Delgado, Liverpool-J.-Lennon, Londres-Gatwick, Londres-Luton, Londres-Southend, Madère-C. Ronaldo, Madrid-Barajas, Malaga-Costa del Sol, Manchester, Marrakech-Ménara, Milan-Linate, Milan-Malpensa, Nice-Côte d'Azur, Palerme Falcone-Borsellino, Pise-Galileo Galilei, Porto-F. Sá-Carneiro, Rabat-Salé, Tel Aviv - Ben Gourion, Venise - Marco Polo, Agadir-Al Massira, Ajaccio-Napoléon-Bonaparte, Bari-Karol Wojtyła, Bastia-Poretta, Calvi Sainte-Catherine, [5], Corfou-I. Kapodístrias, Figari Sud Corse, Héraklion-N. Kazantzákis, Ibiza, Minorque-Mahón, Mykonos, Naples-Capodichino, Olbia-Costa Smeralda, Palma de Majorque, Pula, Split, Ténériffe-Sud Reine Sofia, Toulon-Hyères; Le Caire, Louxor; Tel Aviv - Ben Gourion; Dubaï; Addis-Abeba Bole; Abou Dabi; Hambourg-H.-Schmidt; Taïwan-Taoyuan; Helsinki-Vantaa; Chișinău; Erevan-Zvarnots; Tbilissi-C. Roustavéli; Manama-Bahreïn; Chongqing-Jiangbei, Shenzhen-Bao'an; Madrid-Barajas; Reykjavik-Keflavík; Téhéran-Imam-Khomeini; Milan-Linate, Rome Léonard-de-Vinci/Fiumicino; Tokyo-Haneda; Boston Logan, New York-John F. Kennedy; Leeds-Bradford; Nairobi-J. Kenyatta; Amsterdam; Malte; Séoul-Incheon; Koweït; São Paulo/Guarulhos; Varsovie-Chopin; Francfort, Munich-F. J. Strauß; Luxembourg-Findel; Beyrouth-Rafic Hariri; Los Angeles, New York-John F. Kennedy, Miami; Copenhague-Kastrup, Oslo-Gardermoen, Stockholm-Arlanda, Bergen, Stavanger, Tromsø; Monastir, Sfax-Thyna; Mascate; Ankara Esenboğa, Istanbul-S. Gökçen; Reykjavik-Keflavík, [6]; Perth, Sydney-K. Smith; Doha-Hamad; Casablanca-Mohammed-V, Marrakech-Ménara, Oujda-Les Angades; Amman-Reine-Alia; Kigali; Djeddah - Roi-Abdelaziz, Riyad-roi Khaled, Al Ula, (en); Copenhague-Kastrup, Oslo-Gardermoen, Stockholm-Arlanda; Singapour-Changi; Athènes E.-Venizélos, [7], Héraklion-N. Kazantzákis, Rhodes-Diagoras; Colombo-Bandaranaike, [8]; Ankara Esenboğa, Antalya, Izmir-A. Menderes, Bodrum-Milas; Zurich; Bucarest-H. Coandă; Bangkok-Suvarnabhumi; Djerba-Zarzis, Monastir, Tozeur; Istanbul; Larnaca; Chicago-O'Hare, Newark-Liberty, San Francisco, Washington-Dulles; Ourguentch, Tachkent; Hanoï-Nội Bài, Hô Chi Minh Ville (Tân Sơn Nhất); Bombay-Chhatrapati-Shivaji, Delhi-Indira Gandhi; Alicante-Elche, Barcelone-El Prat, Bilbao, Las Palmas/Gran Canaria, Saint-Jacques-de-Compostelle, Séville-San Pablo, Rome Léonard-de-Vinci/Fiumicino; Calgary; Xiamen-Gaoqi"
2,Paris-Orly,ORY,29 187 269,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Paris-Orly,48.72551,2.359443,AlgérieAir Algérie; FranceAir Caraïbes; FranceAir Corsica; EspagneAir Europa; FranceAir France; MalteAir Malta; FranceAmelia International; BrésilAzul Brazilian Airlines; FranceChalair Aviation; FranceCorsair International; Royaume-UnieasyJet; FranceFrench Bee; EspagneIberia; ItalieITA Airways; FranceLa Compagnie; MarocRoyal Air Maroc; PortugalTAP Air Portugal; FranceTransavia France; BelgiqueTUIfly Belgium; TunisieTunisair; FranceTwin Jet; EspagneVolotea; EspagneVueling Airlines; HongrieWizz Air,"Alger-H. Boumédiène, Annaba, Batna - Mostepha Ben Boulaïd, Béjaïa, Biskra-M. Khider, Constantine - M. Boudiaf, Oran - A. Ben Bella, Sétif, Tlemcen - Zenata - Messali El Hadj; Cancún, Cayenne-F. Éboué, Guadeloupe - Pôle Caraïbes, Martinique A. Césaire, Port-au-Prince T. Louverture, Punta Cana, Saint-Domingue Las Américas, San Salvador (Bahamas); Ajaccio-Napoléon-Bonaparte, Bastia-Poretta, Calvi Sainte-Catherine, Figari Sud Corse; Madrid-Barajas, Palma de Majorque; Ajaccio-Napoléon-Bonaparte, Alger-H. Boumédiène, Bastia-Poretta, Calvi Sainte-Catherine, Casablanca-Mohammed-V, Figari Sud Corse, Guadeloupe - Pôle Caraïbes, La Réunion-R. Garros, Marseille-Provence, Martinique A. Césaire, Nice-Côte d'Azur, Toulouse-Blagnac, Tunis-Carthage, Ibiza; Malte; Brive-Souillac, Rodez; São Paulo/Campinas; Aurillac, Castres-Mazamet; Abidjan-F.-H.-Boigny, Antananarivo, Bamako-M. Keïta, Cotonou, Dzaoudzi-M. Henry, Guadeloupe - Pôle Caraïbes, La Réunion-R. Garros, Martinique A. Césaire, Maurice-Sir Seewoosagur Ramgoolam, Montréal (P.-E.-Trudeau), Punta Cana; Berlin-Brandebourg, Bristol, Faro, Genève-Cointrin, Manchester, Milan-Linate, Naples-Capodichino, Nice-Côte d'Azur, Pise-Galileo Galilei, Reykjavik-Keflavík, Rome Léonard-de-Vinci/Fiumicino, Toulouse-Blagnac, Venise - Marco Polo, Athènes E.-Venizélos, Brindisi Papola/Casale, Cagliari, Dubrovnik, Olbia-Costa Smeralda, Palerme Falcone-Borsellino, Porto-F. Sá-Carneiro, Rhodes-Diagoras, Split; La Réunion-R. Garros, Los Angeles, Miami, Newark-Liberty, San Francisco, Tahiti-Faaa; Madrid-Barajas; Milan-Linate; Newark-Liberty; Agadir-Al Massira, Casablanca-Mohammed-V, Dakhla, Fès-Saïss, Marrakech-Ménara, Oujda-Les Angades, Rabat-Salé, Tanger, Essaouira Mogador, Nador, Ouarzazate; Lisbonne-H. Delgado, Porto-F. Sá-Carneiro; Agadir-Al Massira, Alger-H. Boumédiène, Amman-Reine-Alia, Amsterdam, Athènes E.-Venizélos, Barcelone-El Prat, Beyrouth-Rafic Hariri, Béjaïa, Bergen, Berlin-Brandebourg, Biarritz-Pays Basque, Brest-Bretagne, Budapest-Ferenc Liszt, Casablanca-Mohammed-V, Constantine - M. Boudiaf, Copenhague-Kastrup, Dakhla, Djerba-Zarzis, Dublin, Erevan-Zvarnots, Essaouira Mogador, Faro, Fuerteventura, Istanbul, Lanzarote-Arrecife, Las Palmas/Gran Canaria, Le Caire, Lisbonne-H. Delgado, Ljubljana-Jože Pučnik, Madrid-Barajas, Malaga-Costa del Sol, Malte, Marrakech-Ménara, Monastir, Montpellier-Méditerranée, Nador, Naples-Capodichino, Oran - A. Ben Bella, Oslo-Gardermoen, Oujda-Les Angades, Palerme Falcone-Borsellino, Palma de Majorque, Pau-Pyrénées, Perpignan, Porto-F. Sá-Carneiro, Prague-Václav-Havel, Rabat-Salé, Reykjavik-Keflavík, Rome Léonard-de-Vinci/Fiumicino, Sétif, Séville-San Pablo, Stockholm-Arlanda, Tallinn, Tanger, Tel Aviv - Ben Gourion, Ténériffe-Sud Reine Sofia, Tirana, Tlemcen - Zenata - Messali El Hadj, Toulon-Hyères, Tozeur, Tunis-Carthage, Valence, Vienne-Schwechat, Alicante-Elche, Ancône-Falconara, Ankara Esenboğa, Antalya, Bari-Karol Wojtyła, Bodrum-Milas, Cagliari, Catane-Fontanarossa, Charm el-Cheikh, Comiso, Corfou-I. Kapodístrias, Dakar-B. Diagne, Dubrovnik, Édimbourg, Eilat-Ramon, Errachidia, Fès-Saïss, Héraklion-N. Kazantzákis, Hurghada, Izmir-A. Menderes, Kalamata, Céphalonie, Cythère, Kos, La Canée I.-Daskaloyánnis, Lamezia Terme, Larnaca, Luleå, Louxor, Madère-C. Ronaldo, Minorque-Mahón, Milan-Malpensa, Mykonos, Olbia-Costa Smeralda, Ouarzazate, Podgorica, Ponta Delgada-Jean Paul II, Prévéza-Aktion, Pula, Rabil, Rovaniemi, Santorin, São Pedro C.-Évora, Sfax-Thyna, Skiathos-A. Papadiamándis, Split, Thessalonique-Makedonía, Tivat, Varna, Zadar; Agadir-Al Massira, Casablanca-Mohammed-V, Marrakech-Ménara, Oujda-Les Angades, Rabat-Salé; Djerba-Zarzis, Monastir, Sfax-Thyna, Tunis-Carthage; Le Puy - Loudes; Ancône-Falconara, Bilbao, Gênes-Christophe-Colomb, Tarbes-Lourdes-Pyrénées, Turin S.-Pertini (Caselle), Vérone - Villafranca, Olbia-Costa Smeralda; Agadir-Al Massira, Amman-Reine-Alia, Barcelone-El Prat, Bari-Karol Wojtyła, Bologne-Borgo Panigale, Dublin, Florence-Peretola, Fuerteventura, Grenade-F. García-Lorca, Ibiza, Lanzarote-Arrecife, Le Caire, Lisbonne-H. Delgado, Londres-Gatwick, Londres-Heathrow, Malaga-Costa del Sol, Marrakech-Ménara, Minorque-Mahón, Milan-Malpensa, Oviédo-Asturies, Palma de Majorque, Porto-F. Sá-Carneiro, Prague-Václav-Havel, Rome Léonard-de-Vinci/Fiumicino, Tanger, Ténériffe-Sud Reine Sofia, Valence, Alicante-Elche, Reus; Budapest-Ferenc Liszt, Rome Léonard-de-Vinci/Fiumicino, Varsovie-Chopin"
3,Nice-Côte d'Azur,NCE,12 119 043,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Nice-C%C3%B4te_d%27Azur,43.665559,7.214606,GrèceAegean Airlines; IrlandeAer Lingus; AlgérieAir Algérie; MarocAir Arabia Maroc; LettonieairBaltic; CanadaAir Canada; FranceAir Corsica; FranceAir France; CanadaAir Transat; Amelia International; États-UnisAmerican Airlines; AutricheAustrian Airlines; IsraëlArkia; Royaume-UniBritish Airways; BelgiqueBrussels Airlines; AllemagneCondor; ChypreCyprus Airways; États-UnisDelta Air Lines; Royaume-UnieasyJet; IsraëlEl Al; Émirats arabes unisEmirates; Émirats arabes unisEtihad Airways; AllemagneEurowings; FinlandeFinnair; MoldavieFlyOne; GéorgieGeorgian Airways; BahreïnGulf Air; MonacoHeli Air Monaco; EspagneIberia (Air Nostrum); IslandeIcelandair; ItalieITA Airways; Royaume-UniJet2.com; Pays-BasKLM; KoweïtKuwait Airways; FranceLa Compagnie; PologneLOT Polish Airlines; AllemagneLufthansa; LuxembourgLuxair; LibanMiddle East Airlines; MonacoMonacair; NorvègeNorwegian Air Shuttle; TunisieNouvelair Tunisie; QatarQatar Airways; MarocRoyal Air Maroc; IrlandeRyanair; Arabie saouditeSaudia; Scandinavian Airlines; SuisseSwiss International Air Lines; PortugalTAP Air Portugal; RoumanieTAROM; Pays-BasTransavia; FranceTransavia France; TunisieTunisair; TurquieTurkish Airlines; États-UnisUnited Airlines; EspagneVolotea; EspagneVueling; NorvègeWiderøe; HongrieWizz Air,"Athènes E.-Venizélos; Dublin; Alger-H. Boumédiène, Constantine - M. Boudiaf; Fès-Saïss; Riga, Tallinn, Tampere/Pirkkala, Vilnius; Montréal (P.-E.-Trudeau); Ajaccio-Napoléon-Bonaparte, Bastia-Poretta, Calvi Sainte-Catherine, Figari Sud Corse; Londres-Heathrow, Lyon-Saint-Exupéry, Paris-Charles de Gaulle, Paris-Orly, Alger-H. Boumédiène, Athènes E.-Venizélos, Bordeaux-Mérignac, Caen, Héraklion-N. Kazantzákis, Los Angeles, Lille Lesquin, Marrakech-Ménara, Rennes-Saint-Jacques, Santorin, Strasbourg, Tunis-Carthage; Montréal (P.-E.-Trudeau); Brive-Souillac; Philadelphie; Vienne-Schwechat; Tel Aviv - Ben Gourion; Londres-Gatwick, Londres-Heathrow, Londres-City, Londres-Stansted; Bruxelles-National; Düsseldorf, Francfort; Larnaca; Atlanta H.-Jackson, New York-John F. Kennedy; Agadir-Al Massira, Amsterdam, Bâle/Mulhouse/Fribourg, Barcelone-El Prat, Berlin-Brandebourg, Bordeaux-Mérignac, Bristol, Bruxelles-National, Copenhague-Kastrup, Genève-Cointrin, Lille Lesquin, Lisbonne-H. Delgado, Londres-Gatwick, Londres-Luton, Manchester, Marrakech-Ménara, Nantes-Atlantique, Naples-Capodichino, Paris-Beauvais-Tillé, Paris-Charles de Gaulle, Paris-Orly, Porto-F. Sá-Carneiro, Prague-Václav-Havel, Rabat-Salé, Rennes-Saint-Jacques, Rome Léonard-de-Vinci/Fiumicino, Ténériffe-Sud Reine Sofia, Toulouse-Blagnac, Venise - Marco Polo, Alicante-Elche, Athènes E.-Venizélos, Bari-Karol Wojtyła, Belfast, Biarritz-Pays Basque, Brest-Bretagne, Catane-Fontanarossa, Édimbourg, Ibiza, Céphalonie, La Canée I.-Daskaloyánnis, La Rochelle-Île de Ré, Liverpool-J.-Lennon, Malaga-Costa del Sol, Malte, Mykonos, Olbia-Costa Smeralda, Palerme Falcone-Borsellino, Palma de Majorque, Tel Aviv - Ben Gourion; Tel Aviv - Ben Gourion; Dubaï; Abou Dabi; Düsseldorf, Berlin-Brandebourg, Cologne/Bonn-K. Adenauer, Hambourg-H.-Schmidt, Nuremberg-A. Dürer, Prague-Václav-Havel, Stockholm-Arlanda, Stuttgart; Helsinki-Vantaa; Chișinău, Erevan-Zvarnots; Tbilissi-C. Roustavéli; Manama-Bahreïn, Milan-Malpensa; Monaco; Madrid-Barajas, Ibiza, Malaga-Costa del Sol, Palma de Majorque, Valence; Reykjavik-Keflavík; Rome Léonard-de-Vinci/Fiumicino; Birmingham, Leeds-Bradford, Londres-Stansted, Manchester; Amsterdam; Koweït; Newark-Liberty; Varsovie-Chopin; Francfort, Munich-F. J. Strauß; Luxembourg-Findel; Beyrouth-Rafic Hariri; Monaco, [40]; Copenhague-Kastrup, Oslo-Gardermoen, Stockholm-Arlanda, Aalborg, Bergen, Göteborg, Helsinki-Vantaa, Stavanger, Trondheim; Monastir, Tunis-Carthage; Doha-Hamad; Casablanca-Mohammed-V; Dublin, Londres-Stansted, [41]; Riyad-roi Khaled; Copenhague-Kastrup, Stockholm-Arlanda, Göteborg, Oslo-Gardermoen, Stavanger; Genève-Cointrin, Zurich; Lisbonne-H. Delgado; Bucarest-H. Coandă; Amsterdam, Eindhoven; Nantes-Atlantique, Tunis-Carthage, Beyrouth-Rafic Hariri, Faro, Monastir; Monastir, Tunis-Carthage, Djerba-Zarzis; Istanbul; Newark-Liberty; Bordeaux-Mérignac, Brest-Bretagne, Caen, Lille Lesquin, Luxembourg-Findel, [42], Nantes-Atlantique, Strasbourg, Venise - Marco Polo, Charleroi Bruxelles-Sud, Olbia-Costa Smeralda, Palerme Falcone-Borsellino, [43], Venise - Marco Polo; Barcelone-El Prat; Bergen, Sandefjord-Torp; Belgrade-Nikola-Tesla, Bucarest-H. Coandă, Budapest-Ferenc Liszt, Cracovie-Jean-Paul II, Londres-Gatwick, Rome Léonard-de-Vinci/Fiumicino, Sofia-Vrajdebna, Varsovie-Chopin, Vienne-Schwechat, Cluj-Napoca, Tirana"
